date,state,daily,blood_a,blood_b,blood_ab,blood_o,donations_new,donations_regular,donations_irregular,spike_flag,is_holiday,is_weekend,days_to_holiday,regular_ratio,7dayave_regular,30dayave_new,predicted_daily
2025-09-12,Johor,61,14,16,3,28,6,50,5,none,0,0,38.0,0.81,70.14,23.87,52.508472
2025-09-13,Johor,178,53,35,5,85,25,121,32,none,0,1,37.0,0.68,73.43,23.4,202.60826
2025-09-14,Johor,224,54,56,7,107,42,146,36,none,0,1,36.0,0.65,79.86,23.3,203.22246
2025-09-15,Johor,62,10,14,0,38,11,42,9,none,0,0,35.0,0.67,78.14,23.93,87.84246
2025-09-16,Johor,194,49,47,7,91,36,130,28,none,0,0,34.0,0.67,71.43,23.1,86.96919
2025-09-17,Johor,80,22,20,8,30,16,49,15,none,0,0,33.0,0.6,88.71,22.83,99.137115
2025-09-18,Johor,150,36,38,14,62,44,72,34,none,0,0,32.0,0.48,85.71,22.9,112.58263
2025-09-19,Johor,30,7,10,2,11,0,29,1,none,0,0,31.0,0.94,87.14,23.63,51.8364
2025-09-20,Johor,159,28,44,5,82,27,91,41,none,0,1,30.0,0.57,84.14,23.2,171.62865
2025-09-21,Johor,138,34,35,9,60,22,95,21,none,0,1,29.0,0.68,79.86,23.23,199.47498
2025-09-22,Johor,78,23,17,6,32,11,58,9,none,0,0,28.0,0.73,72.57,23.83,69.28114
2025-09-23,Johor,115,33,30,8,44,26,58,31,none,0,0,27.0,0.5,74.86,23.03,104.486855
2025-09-24,Johor,105,24,20,9,52,11,71,23,none,0,0,26.0,0.67,64.57,22.77,83.247444
2025-09-25,Johor,112,24,33,9,46,31,64,17,none,0,0,25.0,0.57,67.71,23.13,101.07358
2025-09-26,Johor,49,11,11,3,24,4,39,6,none,0,0,24.0,0.78,66.57,22.73,58.295242
2025-09-27,Johor,120,35,28,7,50,22,74,24,none,0,1,23.0,0.61,68.0,21.83,168.69893
2025-09-28,Johor,254,58,60,18,118,31,185,38,none,0,1,22.0,0.73,65.57,21.2,196.04962
2025-09-29,Johor,90,24,22,5,39,11,63,16,none,0,0,21.0,0.69,78.43,22.07,84.467415
2025-09-30,Johor,116,23,35,4,54,52,59,5,none,0,0,20.0,0.5,79.14,21.57,103.99257
2025-10-01,Johor,99,25,25,11,38,7,75,17,none,0,0,19.0,0.75,79.29,22.13,67.30798
2025-10-02,Johor,133,30,30,9,64,39,81,13,none,0,0,18.0,0.6,79.86,22.23,96.4707
2025-10-03,Johor,45,6,15,1,23,5,35,5,none,0,0,17.0,0.76,82.29,22.4,74.730675
2025-10-04,Johor,132,24,46,4,58,21,98,13,none,0,1,16.0,0.74,81.71,22.07,219.93431
2025-10-05,Johor,170,28,42,7,93,25,118,27,none,0,1,15.0,0.69,85.14,21.97,218.9733
2025-10-06,Johor,59,18,15,5,21,2,54,3,none,0,0,14.0,0.9,75.57,22.6,44.33464
2025-10-07,Johor,203,61,48,12,82,85,80,38,none,0,0,13.0,0.39,74.29,22.03,110.780525
2025-10-08,Johor,61,16,11,3,31,7,49,5,none,0,0,12.0,0.79,77.29,23.83,55.794083
2025-10-09,Johor,144,47,34,8,55,26,95,23,none,0,0,11.0,0.66,73.57,23.07,88.51374
2025-10-10,Johor,55,13,16,3,23,10,39,6,none,0,0,10.0,0.7,75.57,23.93,87.384315
2025-10-11,Johor,270,65,74,16,115,45,184,41,none,0,1,9.0,0.68,76.14,22.43,201.76845
2025-10-12,Johor,310,77,79,15,139,38,229,43,normal_spike,0,1,8.0,0.74,88.43,23.33,214.87946
2025-10-13,Johor,145,35,32,12,66,37,64,44,none,0,0,7.0,0.44,104.29,24.4,115.9644
2025-10-14,Johor,123,33,30,13,47,35,67,21,none,0,0,6.0,0.54,105.71,24.8,109.71372
2025-10-15,Johor,59,15,23,1,20,9,41,9,none,0,0,5.0,0.68,103.86,24.57,95.31291
2025-10-16,Johor,102,23,33,4,42,12,63,27,none,0,0,4.0,0.61,102.71,24.5,102.21095
2025-10-17,Johor,53,15,13,5,20,3,47,3,none,0,0,3.0,0.87,98.14,23.7,64.31881
2025-10-18,Johor,171,54,40,7,70,18,118,35,none,0,1,2.0,0.69,99.29,23.27,200.25665
2025-10-19,Johor,190,46,43,5,96,30,132,28,none,0,1,1.0,0.69,89.86,22.4,201.28534
2025-10-20,Johor,154,41,50,8,55,0,154,0,none,1,0,0.0,0.99,76.0,23.4,-9.054048
2025-10-21,Johor,151,44,32,5,70,0,151,0,none,0,0,65.0,0.99,88.86,22.5,53.246063
2025-10-22,Johor,61,14,16,4,27,6,48,7,none,0,0,64.0,0.77,100.86,21.77,84.2159
2025-10-23,Johor,137,39,32,8,58,26,80,31,none,0,0,63.0,0.58,101.86,21.6,130.54622
2025-10-24,Johor,32,6,11,1,14,1,30,1,none,0,0,62.0,0.91,104.29,21.6,68.60143
2025-10-25,Johor,77,15,26,2,34,18,46,13,none,0,1,61.0,0.59,101.86,21.27,217.77489
2025-10-26,Johor,180,45,41,12,82,0,180,0,none,0,1,60.0,0.99,91.57,20.83,222.32158
2025-10-27,Johor,130,29,33,6,62,46,57,27,none,0,0,59.0,0.44,98.43,20.7,136.5114
2025-10-28,Johor,137,33,39,9,56,45,73,19,none,0,0,58.0,0.53,84.57,21.5,119.554955
2025-10-29,Johor,113,29,23,7,54,12,86,15,none,0,0,57.0,0.75,73.43,21.97,77.19671
2025-10-30,Johor,116,31,32,6,47,23,79,14,none,0,0,56.0,0.68,78.86,22.0,95.32214
2025-10-31,Johor,48,14,15,1,18,4,36,8,none,0,0,55.0,0.73,78.71,21.03,71.323326
2025-11-01,Johor,166,48,41,10,67,22,123,21,none,0,1,54.0,0.74,79.57,20.93,205.87268
2025-11-02,Johor,264,68,69,12,115,31,180,53,none,0,1,53.0,0.68,90.57,20.37,214.91391
2025-11-03,Johor,64,19,19,3,23,7,49,8,none,0,0,52.0,0.75,90.57,21.23,74.461365
2025-11-04,Johor,99,23,32,6,38,23,57,19,none,0,0,51.0,0.57,89.43,20.77,108.746826
2025-11-05,Johor,103,27,23,5,48,14,78,11,none,0,0,50.0,0.75,87.14,20.7,76.27593
2025-11-06,Johor,166,32,58,12,64,54,94,18,none,0,0,49.0,0.56,86.0,21.1,110.56139
2025-11-07,Johor,85,24,22,0,39,7,67,11,none,0,0,48.0,0.78,88.14,20.07,69.91507
2025-11-08,Johor,267,63,91,9,104,42,181,44,none,0,1,47.0,0.68,92.57,20.07,216.72847
2025-11-09,Johor,259,67,73,12,107,38,179,42,none,0,1,46.0,0.69,100.86,20.6,220.48361
2025-11-10,Johor,142,32,44,8,58,20,103,19,none,0,0,45.0,0.72,100.71,21.53,84.6046
2025-11-11,Johor,161,45,53,8,55,53,79,29,none,0,0,44.0,0.49,108.43,20.7,117.286156
2025-11-12,Johor,93,17,34,11,31,28,45,20,none,0,0,43.0,0.48,111.57,21.2,123.650764
2025-11-13,Johor,167,43,46,9,69,54,62,51,none,0,0,42.0,0.37,106.86,20.9,120.76566
2025-11-14,Johor,77,16,26,1,34,13,55,9,none,0,0,41.0,0.71,102.29,21.53,90.29244
2025-11-15,Johor,238,67,68,12,91,33,181,24,none,0,1,40.0,0.76,100.57,21.67,229.91768
2025-11-16,Johor,170,40,49,5,76,23,123,24,none,0,1,39.0,0.72,100.57,22.37,223.68613
2025-11-17,Johor,108,30,37,4,37,9,74,25,none,0,0,38.0,0.68,92.57,23.03,93.40882
2025-11-18,Johor,184,40,56,6,82,59,103,22,none,0,0,37.0,0.56,88.43,22.73,109.830734
2025-11-19,Johor,77,19,20,6,32,11,58,8,none,0,0,36.0,0.74,91.86,23.7,78.210236
2025-11-20,Johor,195,51,61,14,69,43,117,35,none,0,0,35.0,0.6,93.71,24.07,100.1796
2025-11-21,Johor,43,14,12,1,16,1,34,8,none,0,0,34.0,0.77,101.57,25.5,70.16688
2025-11-22,Johor,182,38,44,11,89,44,99,39,none,0,1,33.0,0.54,98.57,25.33,191.14726
2025-11-23,Johor,186,47,48,8,83,34,124,28,none,0,1,32.0,0.66,86.86,25.93,215.83157
2025-11-24,Johor,71,16,22,1,32,12,45,14,none,0,0,31.0,0.62,87.0,27.03,92.59463
2025-11-25,Johor,159,46,31,11,71,39,71,49,none,0,0,30.0,0.44,82.86,26.83,112.11596
2025-11-26,Johor,77,14,19,2,42,13,52,12,none,0,0,29.0,0.67,78.29,28.13,82.63799
2025-11-27,Johor,124,33,32,10,49,21,78,25,none,0,0,28.0,0.62,77.43,27.03,89.052216
2025-11-28,Johor,67,15,20,4,28,3,58,6,none,0,0,27.0,0.85,71.86,26.23,48.17531
2025-11-29,Johor,156,41,42,7,66,31,95,30,none,0,1,26.0,0.61,75.29,25.93,177.97346
2025-11-30,Johor,306,62,89,24,131,45,214,47,normal_spike,0,1,25.0,0.7,74.71,26.2,205.32416
2025-12-01,Johor,116,26,26,3,61,21,72,23,none,0,0,24.0,0.62,87.57,27.57,90.413086
2025-12-02,Johor,120,29,30,9,52,40,57,23,none,0,0,23.0,0.47,91.43,27.53,111.78639
2025-12-03,Johor,111,23,31,3,54,42,53,16,none,0,0,22.0,0.47,89.43,27.83,111.78639
2025-12-04,Johor,137,35,34,4,64,14,110,13,none,0,0,21.0,0.8,89.57,29.0,58.65614
2025-12-05,Johor,49,10,11,7,21,4,35,10,none,0,0,20.0,0.7,94.14,28.7,87.47076
2025-12-06,Johor,225,56,60,12,97,31,164,30,none,0,1,19.0,0.73,90.86,28.37,208.66693
2025-12-07,Johor,225,66,57,10,92,21,169,35,none,0,1,18.0,0.75,100.71,27.6,237.66914
2025-12-08,Johor,85,16,26,7,36,13,61,11,none,0,0,17.0,0.71,94.29,28.07,87.956764
2025-12-09,Johor,169,34,55,9,71,32,103,34,none,0,0,16.0,0.61,92.71,27.1,101.42722
2025-12-10,Johor,94,21,26,2,45,22,49,23,none,0,0,15.0,0.52,99.29,26.9,122.11671
2025-12-11,Johor,180,37,54,14,75,35,120,25,none,0,0,14.0,0.66,98.71,26.97,103.02103
2025-12-12,Johor,74,16,12,4,42,10,54,10,none,0,0,13.0,0.72,100.14,26.37,92.02821
2025-12-13,Johor,145,42,39,6,58,27,101,17,none,0,1,12.0,0.69,102.86,25.77,227.8461
2025-12-14,Johor,226,54,62,15,95,28,157,41,none,0,1,11.0,0.69,93.86,24.87,219.49265
2025-12-15,Johor,89,23,25,0,41,21,51,17,none,0,0,10.0,0.57,92.14,25.37,104.4539
2025-12-16,Johor,112,27,25,6,54,19,81,12,none,0,0,9.0,0.72,90.71,24.97,77.73756
2025-12-17,Johor,130,22,35,6,67,28,72,30,none,0,0,8.0,0.55,87.57,24.83,108.80809
2025-12-18,Johor,165,31,50,3,81,56,93,16,none,0,0,7.0,0.56,90.86,25.47,108.80809
2025-12-19,Johor,40,7,16,0,17,1,34,5,none,0,0,6.0,0.83,87.0,25.37,61.677525
2025-12-20,Johor,121,22,35,4,60,20,75,26,none,0,1,5.0,0.61,84.14,25.03,187.44211
2025-12-21,Johor,161,56,28,4,73,26,114,21,none,0,1,4.0,0.7,80.43,24.27,213.21397
2025-12-22,Johor,39,5,11,1,22,2,31,6,none,0,0,3.0,0.78,74.29,25.1,72.263466
2025-12-23,Johor,96,20,23,6,47,17,64,15,none,0,0,2.0,0.66,71.43,23.7,80.82759
2025-12-24,Johor,76,17,20,1,38,11,54,11,none,0,0,1.0,0.7,69.0,23.13,83.19864
2025-12-25,Johor,100,29,31,0,40,20,64,16,none,1,0,0.0,0.63,66.43,23.1,94.53489
2025-12-26,Johor,38,6,13,4,15,3,32,3,none,0,0,,0.82,62.29,22.47,39.61067
2025-12-27,Johor,145,39,38,5,63,16,99,30,none,0,1,,0.68,62.0,22.13,160.51952
2025-12-28,Johor,177,46,51,4,76,25,123,29,none,0,1,,0.69,65.43,21.97,169.43019
2025-12-29,Johor,85,19,24,2,40,12,57,16,none,0,0,,0.66,66.71,22.7,80.93568
2025-12-30,Johor,136,34,35,7,60,27,73,36,none,0,0,,0.53,70.43,22.07,95.10378
2025-12-31,Johor,124,24,41,4,55,18,88,18,none,0,0,,0.7,71.71,21.47,77.6329
2025-01-01,Kedah,34,11,6,1,16,9,19,6,none,0,0,28.0,0.54,41.0,6.63,65.301926
2025-01-02,Kedah,59,18,18,2,21,13,27,19,none,0,0,27.0,0.45,40.57,6.83,69.09145
2025-01-03,Kedah,163,34,47,8,74,15,128,20,none,0,1,26.0,0.78,37.14,7.07,92.79374
2025-01-04,Kedah,96,18,32,6,40,35,47,14,none,0,1,25.0,0.48,38.29,7.47,74.02003
2025-01-05,Kedah,92,23,38,5,26,50,34,8,none,0,0,24.0,0.37,42.71,8.6,78.145355
2025-01-06,Kedah,23,8,4,1,10,1,16,6,none,0,0,23.0,0.67,45.0,10.13,51.332104
2025-01-07,Kedah,52,15,13,2,22,17,30,5,none,0,0,22.0,0.57,43.86,10.07,68.68386
2025-01-08,Kedah,52,8,19,4,21,18,32,2,none,0,0,21.0,0.6,43.0,10.43,61.25847
2025-01-09,Kedah,39,8,15,3,13,11,23,5,none,0,0,20.0,0.57,44.86,10.9,68.68386
2025-01-10,Kedah,109,34,21,6,48,53,51,5,none,0,1,19.0,0.46,44.29,10.97,78.8988
2025-01-11,Kedah,43,15,5,3,20,20,18,5,none,0,1,18.0,0.41,33.29,12.43,73.09479
2025-01-12,Kedah,37,9,8,4,16,6,17,14,none,0,0,17.0,0.45,29.14,13.1,68.076904
2025-01-13,Kedah,27,4,8,3,12,0,22,5,none,0,0,16.0,0.79,26.71,13.1,33.747055
2025-01-14,Kedah,41,10,12,3,16,11,23,7,none,0,0,15.0,0.55,27.57,12.77,64.99182
2025-01-15,Kedah,68,15,22,2,29,12,35,21,none,0,0,14.0,0.51,26.57,12.93,62.387295
2025-01-16,Kedah,12,3,5,2,2,1,11,0,none,0,0,13.0,0.85,27.0,13.13,27.189726
2025-01-17,Kedah,87,23,25,6,33,6,77,4,none,0,1,12.0,0.88,25.29,12.9,76.663605
2025-01-18,Kedah,50,12,12,7,19,5,25,20,none,0,1,11.0,0.49,29.0,12.63,71.78636
2025-01-19,Kedah,37,12,10,1,14,10,18,9,none,0,0,10.0,0.47,30.0,12.6,66.61268
2025-01-20,Kedah,24,7,3,1,13,5,17,2,none,0,0,9.0,0.68,30.14,12.13,47.520615
2025-01-21,Kedah,36,6,14,1,15,12,19,5,none,0,0,8.0,0.51,29.43,12.1,62.473873
2025-01-22,Kedah,34,7,13,1,13,8,20,6,none,0,0,7.0,0.57,28.86,12.3,62.473873
2025-01-23,Kedah,28,6,7,0,15,3,18,7,none,0,0,6.0,0.62,26.71,12.27,54.12567
2025-01-24,Kedah,67,17,23,6,21,15,35,17,none,0,1,5.0,0.51,27.71,12.2,72.98244
2025-01-25,Kedah,45,7,12,5,21,5,26,14,none,0,1,4.0,0.57,21.71,12.53,71.51461
2025-01-26,Kedah,59,13,18,5,23,10,37,12,none,0,0,3.0,0.62,21.86,12.47,52.92097
2025-01-27,Kedah,43,12,18,1,12,6,25,12,none,0,0,2.0,0.57,24.57,12.5,51.25289
2025-01-28,Kedah,42,10,15,2,15,2,32,8,none,0,0,1.0,0.74,25.71,12.27,31.5401
2025-01-29,Kedah,50,14,18,2,16,10,32,8,none,1,0,0.0,0.63,27.57,12.13,67.73367
2025-01-30,Kedah,27,13,6,0,8,4,17,6,none,1,0,0.0,0.61,29.29,12.4,64.014595
2025-01-31,Kedah,35,10,12,2,11,5,22,8,none,0,1,59.0,0.61,29.14,12.43,88.705696
2025-02-01,Kedah,50,12,14,2,22,6,28,16,none,0,1,58.0,0.55,27.29,12.3,81.97183
2025-02-02,Kedah,55,17,11,4,23,11,26,18,none,0,0,57.0,0.46,27.57,12.07,72.31458
2025-02-03,Kedah,30,3,10,4,13,6,21,3,none,0,0,56.0,0.68,26.0,11.93,49.448414
2025-02-04,Kedah,51,15,13,1,22,14,32,5,none,0,0,55.0,0.62,25.43,10.97,51.111134
2025-02-05,Kedah,61,17,15,7,22,13,41,7,none,0,0,54.0,0.66,25.43,9.77,51.111134
2025-02-06,Kedah,116,37,29,9,41,37,67,12,none,0,0,53.0,0.57,26.71,10.17,62.994743
2025-02-07,Kedah,46,9,16,4,17,6,29,11,none,0,1,52.0,0.62,33.86,10.83,82.2199
2025-02-08,Kedah,29,5,5,2,17,4,13,12,none,0,1,51.0,0.43,34.86,10.43,70.66292
2025-02-09,Kedah,99,25,29,6,39,13,64,22,none,0,0,50.0,0.64,32.71,10.2,56.5777
2025-02-10,Kedah,31,7,8,2,14,5,20,6,none,0,0,49.0,0.62,38.14,8.87,58.49992
2025-02-11,Kedah,52,11,18,1,22,11,23,18,none,0,0,48.0,0.43,38.0,8.37,71.26989
2025-02-12,Kedah,44,7,10,4,23,5,27,12,none,0,0,47.0,0.6,36.71,8.53,59.775223
2025-02-13,Kedah,43,9,16,2,16,7,25,11,none,0,0,46.0,0.57,34.71,8.7,65.97545
2025-02-14,Kedah,19,5,5,1,8,2,13,4,none,0,1,45.0,0.65,28.71,8.57,88.00514
2025-02-15,Kedah,76,19,23,3,31,3,64,9,none,0,1,44.0,0.83,26.43,8.23,88.66795
2025-02-16,Kedah,103,25,27,6,45,19,63,21,none,0,0,43.0,0.61,33.71,8.3,57.95874
2025-02-17,Kedah,129,32,36,13,48,43,81,5,none,0,0,42.0,0.62,33.57,8.73,56.99501
2025-02-18,Kedah,48,11,15,4,18,3,28,17,none,0,0,41.0,0.57,42.29,10.0,73.69661
2025-02-19,Kedah,99,28,29,8,34,46,42,11,none,0,0,40.0,0.42,43.0,9.77,77.48614
2025-02-20,Kedah,84,14,28,7,35,23,51,10,none,0,0,39.0,0.6,45.14,11.13,66.27121
2025-02-21,Kedah,67,22,19,9,17,6,49,12,none,0,1,38.0,0.72,48.86,11.5,134.47902
2025-02-22,Kedah,85,23,22,3,37,19,44,22,none,0,1,37.0,0.51,54.0,11.43,114.13654
2025-02-23,Kedah,93,21,31,4,37,5,70,18,none,0,0,36.0,0.74,51.14,11.97,46.24747
2025-02-24,Kedah,92,21,27,5,39,42,43,7,none,0,0,35.0,0.46,52.14,11.63,79.41166
2025-02-25,Kedah,67,12,23,3,29,26,39,2,none,0,0,34.0,0.57,46.71,12.87,71.57384
2025-02-26,Kedah,68,16,19,4,29,27,33,8,none,0,0,33.0,0.48,48.29,13.4,75.10247
2025-02-27,Kedah,66,18,19,0,29,6,42,18,none,0,0,32.0,0.63,47.0,14.1,58.97305
2025-02-28,Kedah,119,30,40,9,40,24,59,36,none,0,1,31.0,0.49,45.71,14.23,82.75287
2025-03-01,Kedah,0,0,0,0,0,0,0,0,none,0,1,30.0,0.0,47.14,14.7,6.005479
2025-03-02,Kedah,21,3,7,1,10,10,7,4,none,0,0,29.0,0.32,40.86,14.57,74.83194
2025-03-03,Kedah,15,2,4,2,7,5,10,0,none,0,0,28.0,0.62,31.86,14.73,53.949165
2025-03-04,Kedah,21,5,4,0,12,4,10,7,none,0,0,27.0,0.45,27.14,14.7,66.27721
2025-03-05,Kedah,38,8,8,4,18,6,23,9,none,0,0,26.0,0.59,23.0,14.47,55.943474
2025-03-06,Kedah,18,5,6,1,6,1,13,4,none,0,0,25.0,0.68,21.57,14.47,43.384098
2025-03-07,Kedah,35,12,7,1,15,5,22,8,none,0,1,24.0,0.61,17.43,14.03,75.149864
2025-03-08,Kedah,81,11,34,4,32,14,57,10,none,0,1,23.0,0.7,12.14,13.77,139.70131
2025-03-09,Kedah,62,6,15,8,33,14,35,13,none,0,0,22.0,0.56,20.29,13.0,56.62423
2025-03-10,Kedah,82,19,25,5,33,3,64,15,none,0,0,21.0,0.77,24.29,13.27,32.74281
2025-03-11,Kedah,30,7,7,2,14,4,24,2,none,0,0,20.0,0.77,32.0,13.23,36.566364
2025-03-12,Kedah,36,7,9,3,17,4,24,8,none,0,0,19.0,0.65,34.0,12.93,54.990322
2025-03-13,Kedah,25,6,10,0,9,0,19,6,none,0,0,18.0,0.73,34.14,12.9,41.8759
2025-03-14,Kedah,62,16,17,3,26,5,49,8,none,0,1,17.0,0.78,35.0,12.53,92.2858
2025-03-15,Kedah,25,6,4,3,12,1,14,10,none,0,1,16.0,0.54,38.86,12.53,83.96308
2025-03-16,Kedah,159,27,43,13,76,21,106,32,none,0,0,15.0,0.66,32.71,12.33,57.40673
2025-03-17,Kedah,28,5,11,4,8,4,18,6,none,0,0,14.0,0.62,42.86,12.97,60.25074
2025-03-18,Kedah,34,5,8,3,18,19,12,3,none,0,0,13.0,0.34,36.29,13.0,75.86295
2025-03-19,Kedah,27,6,9,1,11,2,23,2,none,0,0,12.0,0.82,34.57,13.0,33.0748
2025-03-20,Kedah,57,9,14,3,31,18,34,5,none,0,0,11.0,0.59,34.43,11.63,64.31533
2025-03-21,Kedah,65,12,17,4,32,11,40,14,none,0,1,10.0,0.61,36.57,12.13,82.36507
2025-03-22,Kedah,26,4,8,1,13,4,19,3,none,0,1,9.0,0.7,35.29,10.97,85.91675
2025-03-23,Kedah,139,39,25,13,62,35,75,29,none,0,0,8.0,0.54,36.0,10.33,64.151726
2025-03-24,Kedah,39,10,8,3,18,5,27,7,none,0,0,7.0,0.68,31.57,11.3,48.928688
2025-03-25,Kedah,31,14,7,4,6,2,23,6,none,0,0,6.0,0.72,32.86,10.83,43.770313
2025-03-26,Kedah,30,5,7,0,18,3,21,6,none,0,0,5.0,0.68,34.43,10.73,50.2994
2025-03-27,Kedah,18,6,3,0,9,2,10,6,none,0,0,4.0,0.53,34.14,9.43,63.78321
2025-03-28,Kedah,85,17,17,6,45,4,72,9,none,0,1,3.0,0.84,30.71,8.63,89.65139
2025-03-29,Kedah,27,6,5,4,12,4,18,5,none,0,1,2.0,0.64,35.29,7.87,68.858925
2025-03-30,Kedah,3,2,1,0,0,0,3,0,none,0,0,1.0,0.75,35.14,7.8,34.86344
2025-03-31,Kedah,0,0,0,0,0,0,0,0,none,1,0,0.0,0.0,24.86,7.0,-0.56598854
2025-04-01,Kedah,7,0,3,1,3,0,4,3,none,1,0,0.0,0.5,21.0,7.0,58.02424
2025-04-02,Kedah,47,17,12,5,13,8,30,9,none,0,0,66.0,0.62,18.29,6.67,52.665367
2025-04-03,Kedah,40,15,13,4,8,7,23,10,none,0,0,65.0,0.56,19.57,6.77,61.21184
2025-04-04,Kedah,60,14,14,4,28,6,37,17,none,0,1,64.0,0.61,21.43,6.87,82.789116
2025-04-05,Kedah,59,16,18,2,23,6,36,17,none,0,1,63.0,0.6,16.43,6.87,82.789116
2025-04-06,Kedah,86,23,21,2,40,26,37,23,none,0,0,62.0,0.43,19.0,7.03,67.17177
2025-04-07,Kedah,42,6,12,4,20,7,25,10,none,0,0,61.0,0.58,23.86,7.73,63.283558
2025-04-08,Kedah,53,12,19,1,21,3,32,18,none,0,0,60.0,0.59,27.43,7.5,66.28123
2025-04-09,Kedah,93,18,29,5,41,13,57,23,none,0,0,59.0,0.61,31.43,7.13,62.56001
2025-04-10,Kedah,45,12,14,1,18,10,25,10,none,0,0,58.0,0.54,35.29,7.47,71.95111
2025-04-11,Kedah,185,41,52,11,81,60,112,13,none,0,1,57.0,0.6,35.57,7.67,91.24871
2025-04-12,Kedah,53,12,24,2,15,7,33,13,none,0,1,56.0,0.61,46.29,9.53,106.821434
2025-04-13,Kedah,84,22,17,6,39,17,48,19,none,0,0,55.0,0.56,45.86,9.77,69.3773
2025-04-14,Kedah,28,4,17,1,6,1,22,5,none,0,0,54.0,0.76,47.43,10.17,39.648613
2025-04-15,Kedah,40,6,11,5,18,4,30,6,none,0,0,53.0,0.73,47.0,10.17,41.45819
2025-04-16,Kedah,102,28,30,6,38,25,47,30,none,0,0,52.0,0.46,46.71,9.6,74.166016
2025-04-17,Kedah,28,9,5,2,12,2,21,5,none,0,0,51.0,0.72,45.29,10.3,45.471817
2025-04-18,Kedah,108,33,24,9,42,8,94,6,none,0,1,50.0,0.86,44.71,9.73,106.481094
2025-04-19,Kedah,68,13,25,7,23,13,46,9,none,0,1,49.0,0.67,42.14,9.93,102.977806
2025-04-20,Kedah,75,16,22,6,31,9,41,25,none,0,0,48.0,0.54,44.0,9.77,71.191864
2025-04-21,Kedah,48,14,12,6,16,9,32,7,none,0,0,47.0,0.65,43.0,9.7,59.421715
2025-04-22,Kedah,70,20,16,7,27,19,45,6,none,0,0,46.0,0.63,44.43,9.87,59.421715
2025-04-23,Kedah,7,2,3,1,1,0,5,2,none,0,0,45.0,0.62,46.57,9.33,59.404366
2025-04-24,Kedah,48,11,11,7,19,4,30,14,none,0,0,44.0,0.61,40.57,9.17,59.46365
2025-04-25,Kedah,46,14,15,1,16,6,37,3,none,0,1,43.0,0.79,41.86,9.23,107.378815
2025-04-26,Kedah,17,3,3,2,9,1,10,6,none,0,1,42.0,0.56,33.71,9.33,79.59016
2025-04-27,Kedah,60,17,15,3,25,7,38,15,none,0,0,41.0,0.62,28.57,9.3,60.934982
2025-04-28,Kedah,101,25,34,4,38,23,39,39,none,0,0,40.0,0.38,28.14,9.4,79.047356
2025-04-29,Kedah,93,22,31,5,35,27,25,41,none,0,0,39.0,0.27,29.14,10.03,76.6722
2025-04-30,Kedah,40,7,14,1,18,8,18,14,none,0,0,38.0,0.44,26.29,10.93,64.23214
2025-05-01,Kedah,348,105,87,15,141,23,282,43,normal_spike,0,0,37.0,0.81,28.14,11.2,31.632004
2025-05-02,Kedah,41,9,14,3,15,4,29,8,none,0,1,36.0,0.69,64.14,11.97,187.4783
2025-05-03,Kedah,53,12,14,3,24,12,33,8,none,0,1,35.0,0.61,63.0,11.83,139.84065
2025-05-04,Kedah,36,8,15,1,12,8,16,12,none,0,0,34.0,0.43,66.29,12.0,96.96485
2025-05-05,Kedah,12,2,6,0,4,1,8,3,none,0,0,33.0,0.62,63.14,12.07,73.37183
2025-05-06,Kedah,46,8,16,1,21,5,31,10,none,0,0,32.0,0.66,58.71,11.9,73.76689
2025-05-07,Kedah,59,17,16,3,23,19,26,14,none,0,0,31.0,0.43,59.57,11.2,91.44834
2025-05-08,Kedah,28,6,8,4,10,1,18,9,none,0,0,30.0,0.62,60.71,11.6,70.07501
2025-05-09,Kedah,44,9,13,3,19,5,25,14,none,0,1,29.0,0.56,23.0,11.53,73.72491
2025-05-10,Kedah,66,16,21,2,27,13,43,10,none,0,1,28.0,0.64,22.43,11.27,78.2298
2025-05-11,Kedah,61,19,14,8,20,13,37,11,none,0,0,27.0,0.6,23.86,11.37,51.63103
2025-05-12,Kedah,57,16,16,2,23,12,34,11,none,0,0,26.0,0.59,26.86,9.8,61.49995
2025-05-13,Kedah,36,6,11,1,18,8,22,6,none,0,0,25.0,0.59,30.57,9.97,61.49995
2025-05-14,Kedah,49,7,15,2,25,4,38,7,none,0,0,24.0,0.76,29.29,9.67,36.83457
2025-05-15,Kedah,46,14,12,4,16,8,27,11,none,0,0,23.0,0.57,31.0,9.77,62.096745
2025-05-16,Kedah,45,13,10,3,19,4,26,15,none,0,1,22.0,0.57,32.29,9.9,76.09412
2025-05-17,Kedah,59,13,15,4,27,13,33,13,none,0,1,21.0,0.55,32.43,9.2,79.16414
2025-05-18,Kedah,83,20,29,5,29,14,50,19,none,0,0,20.0,0.6,31.0,9.57,55.527992
2025-05-19,Kedah,9,4,1,1,3,0,8,1,none,0,0,19.0,0.8,32.86,9.77,30.821909
2025-05-20,Kedah,22,2,4,0,16,2,17,3,none,0,0,18.0,0.74,29.14,9.33,43.513878
2025-05-21,Kedah,60,11,21,2,26,24,12,24,none,0,0,17.0,0.2,28.43,9.1,80.906876
2025-05-22,Kedah,54,15,20,1,18,7,41,6,none,0,0,16.0,0.75,24.71,9.6,34.23717
2025-05-23,Kedah,84,26,28,3,27,15,51,18,none,0,1,15.0,0.6,26.71,9.2,86.174965
