date,state,daily,blood_a,blood_b,blood_ab,blood_o,donations_new,donations_regular,donations_irregular,spike_flag,is_holiday,is_weekend,days_to_holiday,regular_ratio,7dayave_regular,30dayave_new
2023-10-08,Johor,223,57,52,13,101,45,133,45,none,0,1,35.0,0.59,73.86,22.77
2023-10-09,Johor,62,21,13,1,27,14,33,15,none,0,0,34.0,0.52,64.0,23.73
2023-10-10,Johor,99,27,30,5,37,24,56,19,none,0,0,33.0,0.56,61.86,22.87
2023-10-11,Johor,85,14,26,7,38,23,52,10,none,0,0,32.0,0.6,64.0,22.3
2023-10-12,Johor,202,44,51,15,92,104,73,25,none,0,0,31.0,0.36,61.0,22.67
2023-10-13,Johor,25,4,5,1,15,5,17,3,none,0,0,30.0,0.65,61.14,25.7
2023-10-14,Johor,127,32,35,10,50,28,63,36,none,0,1,29.0,0.49,60.57,24.77
2023-10-15,Johor,290,84,59,8,139,45,198,47,normal_spike,0,1,28.0,0.68,61.0,25.4
2023-10-16,Johor,116,26,33,10,47,48,51,17,none,0,0,27.0,0.44,70.29,26.43
2023-10-17,Johor,81,19,25,7,30,16,58,7,none,0,0,26.0,0.71,72.86,26.97
2023-10-18,Johor,122,24,32,10,56,17,69,36,none,0,0,25.0,0.56,73.14,25.57
2023-10-19,Johor,66,24,12,5,25,16,44,6,none,0,0,24.0,0.66,75.57,25.6
2023-10-20,Johor,28,9,7,0,12,4,14,10,none,0,0,23.0,0.48,71.43,25.63
2023-10-21,Johor,135,39,31,5,60,35,77,23,none,0,1,22.0,0.57,71.0,24.4
2023-10-22,Johor,235,70,59,12,94,37,160,38,none,0,1,21.0,0.68,73.0,24.7
2023-10-23,Johor,98,24,26,5,43,31,50,17,none,0,0,20.0,0.51,67.57,25.93
2023-10-24,Johor,94,22,30,6,36,26,43,25,none,0,0,19.0,0.45,67.43,26.57
2023-10-25,Johor,80,19,20,5,36,26,43,11,none,0,0,18.0,0.53,65.29,26.03
2023-10-26,Johor,110,29,42,3,36,21,64,25,none,0,0,17.0,0.58,61.57,26.47
2023-10-27,Johor,0,0,0,0,0,0,0,0,none,0,0,16.0,0.0,64.43,26.87
2023-10-28,Johor,103,24,26,4,49,22,56,25,none,0,1,15.0,0.54,62.43,26.3
2023-10-29,Johor,268,55,81,13,119,39,168,61,none,0,1,14.0,0.62,59.43,26.13
2023-10-30,Johor,68,13,23,6,26,17,33,18,none,0,0,13.0,0.48,60.57,27.17
2023-10-31,Johor,121,32,34,3,52,53,27,41,none,0,0,12.0,0.22,58.14,26.27
2023-11-01,Johor,85,16,26,6,37,40,28,17,none,0,0,11.0,0.33,55.86,26.73
2023-11-02,Johor,49,15,14,5,15,6,36,7,none,0,0,10.0,0.72,53.71,27.77
2023-11-03,Johor,32,6,9,2,15,5,17,10,none,0,0,9.0,0.52,49.71,27.73
2023-11-04,Johor,151,34,41,12,64,25,98,28,none,0,1,8.0,0.64,52.14,27.13
2023-11-05,Johor,278,78,82,14,104,41,182,55,none,0,1,7.0,0.65,58.14,27.07
2023-11-06,Johor,57,15,10,2,30,9,37,11,none,0,0,6.0,0.64,60.14,28.27
2023-11-07,Johor,105,22,31,4,48,31,51,23,none,0,0,5.0,0.48,60.71,27.4
2023-11-08,Johor,134,34,38,7,55,34,82,18,none,0,0,4.0,0.61,64.14,26.93
2023-11-09,Johor,105,20,28,9,48,12,72,21,none,0,0,3.0,0.68,71.86,27.6
2023-11-10,Johor,31,6,12,4,9,13,15,3,none,0,0,2.0,0.47,77.0,27.2
2023-11-11,Johor,166,34,54,11,67,47,91,28,none,0,1,1.0,0.54,76.71,26.87
2023-11-12,Johor,194,45,52,11,86,39,121,34,none,1,1,0.0,0.62,75.71,24.97
2023-11-13,Johor,127,24,29,7,67,13,96,18,none,0,0,42.0,0.75,67.0,26.1
2023-11-14,Johor,86,23,26,6,31,12,61,13,none,0,0,41.0,0.7,75.43,25.6
2023-11-15,Johor,158,39,44,9,66,62,72,24,none,0,0,40.0,0.45,76.86,24.5
2023-11-16,Johor,92,21,23,7,41,43,39,10,none,0,0,39.0,0.42,75.43,24.97
2023-11-17,Johor,25,3,6,1,15,1,21,3,none,0,0,38.0,0.81,70.71,25.87
2023-11-18,Johor,149,35,39,12,63,19,113,17,none,0,1,37.0,0.75,71.57,25.33
2023-11-19,Johor,309,64,91,16,138,47,219,43,normal_spike,0,1,36.0,0.71,74.71,25.43
2023-11-20,Johor,95,36,21,4,34,30,51,14,none,0,0,35.0,0.53,88.71,26.87
2023-11-21,Johor,134,32,36,8,58,51,55,28,none,0,0,34.0,0.41,82.29,26.7
2023-11-22,Johor,124,33,37,8,46,35,46,43,none,0,0,33.0,0.37,81.43,27.17
2023-11-23,Johor,72,11,22,5,34,18,39,15,none,0,0,32.0,0.53,77.71,27.3
2023-11-24,Johor,0,0,0,0,0,0,0,0,none,0,0,31.0,0.0,77.71,27.03
2023-11-25,Johor,101,15,27,7,52,20,64,17,none,0,1,30.0,0.63,74.71,26.17
2023-11-26,Johor,192,50,54,10,78,43,112,37,none,0,1,29.0,0.58,67.71,26.13
2023-11-27,Johor,75,21,18,8,28,18,32,25,none,0,0,28.0,0.42,52.43,27.57
2023-11-28,Johor,98,26,18,8,46,53,37,8,none,0,0,27.0,0.37,49.71,27.43
2023-11-29,Johor,133,32,41,8,52,42,63,28,none,0,0,26.0,0.47,47.14,27.9
2023-11-30,Johor,96,26,26,3,41,23,36,37,none,0,0,25.0,0.37,49.57,28.73
2023-12-01,Johor,106,23,36,7,40,40,50,16,none,0,0,24.0,0.47,49.14,27.73
2023-12-02,Johor,139,35,31,7,66,31,82,26,none,0,1,23.0,0.59,56.29,27.73
2023-12-03,Johor,251,59,72,12,108,36,176,39,none,0,1,22.0,0.7,58.86,28.57
2023-12-04,Johor,120,26,30,11,53,32,44,44,none,0,0,21.0,0.36,68.0,29.6
2023-12-05,Johor,85,21,20,4,40,12,67,6,none,0,0,20.0,0.78,69.71,29.83
2023-12-06,Johor,147,32,41,10,64,63,52,32,none,0,0,19.0,0.35,74.0,28.87
2023-12-07,Johor,112,23,36,5,48,19,65,28,none,0,0,18.0,0.58,72.43,30.67
2023-12-08,Johor,45,11,8,3,23,9,30,6,none,0,0,17.0,0.65,76.57,30.27
2023-12-09,Johor,153,43,43,9,58,49,65,39,none,0,1,16.0,0.42,73.71,29.43
2023-12-10,Johor,258,67,68,13,110,40,184,34,none,0,1,15.0,0.71,71.29,30.67
2023-12-11,Johor,89,30,19,4,36,20,64,5,none,0,0,14.0,0.71,72.43,31.57
2023-12-12,Johor,111,23,39,6,43,25,68,18,none,0,0,13.0,0.61,75.29,30.67
2023-12-13,Johor,161,46,41,12,62,54,78,29,none,0,0,12.0,0.48,75.43,30.2
2023-12-14,Johor,96,21,22,9,44,31,50,15,none,0,0,11.0,0.52,79.14,31.57
2023-12-15,Johor,24,10,4,0,10,7,13,4,none,0,0,10.0,0.52,77.0,32.2
2023-12-16,Johor,131,34,36,8,53,38,70,23,none,0,1,9.0,0.53,74.57,30.37
2023-12-17,Johor,159,22,53,10,74,29,103,27,none,0,1,8.0,0.64,75.29,30.2
2023-12-18,Johor,120,25,26,9,60,28,69,23,none,0,0,7.0,0.57,63.71,31.13
2023-12-19,Johor,102,22,30,6,44,21,60,21,none,0,0,6.0,0.58,64.43,31.43
2023-12-20,Johor,185,49,55,15,66,75,66,44,none,0,0,5.0,0.35,63.29,30.57
2023-12-21,Johor,118,22,37,11,48,16,75,27,none,0,0,4.0,0.63,61.57,32.07
2023-12-22,Johor,0,0,0,0,0,0,0,0,none,0,0,3.0,0.0,65.14,30.9
2023-12-23,Johor,129,27,34,9,59,40,59,30,none,0,1,2.0,0.45,63.29,29.73
2023-12-24,Johor,167,45,46,6,70,22,120,25,none,0,1,1.0,0.71,61.71,30.47
2023-12-25,Johor,136,34,43,4,55,25,80,31,none,1,0,0.0,0.58,64.14,31.2
2023-12-26,Johor,74,15,18,3,38,7,58,9,none,0,0,46.0,0.77,65.71,31.37
2023-12-27,Johor,120,28,33,11,48,30,71,19,none,0,0,45.0,0.59,65.43,30.17
2023-12-28,Johor,80,17,22,4,37,15,51,14,none,0,0,44.0,0.63,66.14,30.57
2023-12-29,Johor,34,15,8,0,11,5,22,7,none,0,0,43.0,0.63,62.71,29.3
2023-12-30,Johor,213,41,64,10,97,42,137,34,none,0,1,42.0,0.64,65.86,28.07
2023-12-31,Johor,255,58,64,9,124,41,188,26,none,0,1,41.0,0.73,77.0,28.7
2024-01-01,Johor,159,41,43,4,71,23,107,29,none,0,0,40.0,0.67,86.71,28.73
2024-01-02,Johor,116,25,37,4,50,40,46,30,none,0,0,39.0,0.39,90.57,28.47
2024-01-03,Johor,91,15,24,6,46,30,46,15,none,0,0,38.0,0.5,88.86,28.6
2024-01-04,Johor,121,25,40,6,50,68,47,6,none,0,0,37.0,0.39,85.29,28.53
2024-01-05,Johor,60,15,15,2,28,10,38,12,none,0,0,36.0,0.62,84.71,30.4
2024-01-06,Johor,149,42,35,7,65,31,82,36,none,0,1,35.0,0.55,87.0,28.63
2024-01-07,Johor,281,77,68,16,120,58,175,48,none,0,1,34.0,0.62,79.14,29.03
2024-01-08,Johor,95,28,31,5,31,25,31,39,none,0,0,33.0,0.32,77.29,30.67
2024-01-09,Johor,71,19,11,0,41,5,55,11,none,0,0,32.0,0.76,66.43,29.87
2024-01-10,Johor,151,27,56,3,65,33,103,15,none,0,0,31.0,0.68,67.71,28.7
2024-01-11,Johor,128,22,43,0,63,34,73,21,none,0,0,30.0,0.57,75.86,29.13
2024-01-12,Johor,79,23,24,5,27,29,41,9,none,0,0,29.0,0.51,79.57,29.43
2024-01-13,Johor,189,55,49,2,83,36,107,46,none,0,1,28.0,0.56,80.0,28.6
2024-01-14,Johor,357,93,88,6,170,44,249,64,normal_spike,0,1,27.0,0.7,83.57,28.77
2024-01-15,Johor,100,19,33,7,41,22,50,28,none,0,0,26.0,0.5,94.14,30.0
2024-01-16,Johor,87,20,24,1,42,15,53,19,none,0,0,25.0,0.6,96.86,29.47
2024-01-17,Johor,150,41,44,3,62,66,61,23,none,0,0,24.0,0.4,96.57,29.0
2024-01-18,Johor,112,26,32,4,50,40,46,26,none,0,0,23.0,0.41,90.57,30.27
2024-01-19,Johor,24,6,9,0,9,4,18,2,none,0,0,22.0,0.72,86.71,30.9
2024-01-20,Johor,138,34,32,4,68,24,97,17,none,0,1,21.0,0.7,83.43,28.53
2024-01-21,Johor,362,77,107,10,168,53,251,58,normal_spike,0,1,20.0,0.69,82.0,28.8
2024-01-22,Johor,100,26,31,0,43,25,64,11,none,0,0,19.0,0.63,82.29,30.57
2024-01-23,Johor,143,34,36,0,73,38,82,23,none,0,0,18.0,0.57,84.29,30.07
2024-01-24,Johor,82,22,26,0,34,10,60,12,none,0,0,17.0,0.72,88.43,30.6
2024-01-25,Johor,158,43,43,6,66,52,53,53,none,0,0,16.0,0.33,88.29,30.1
2024-01-26,Johor,0,0,0,0,0,0,0,0,none,0,0,15.0,0.0,89.29,31.6
2024-01-27,Johor,122,31,36,3,52,28,48,46,none,0,1,14.0,0.39,86.71,30.6
2024-01-28,Johor,250,60,66,11,113,52,114,84,none,0,1,13.0,0.45,79.71,31.03
2024-01-29,Johor,80,15,20,6,39,10,53,17,none,0,0,12.0,0.65,60.14,32.6
2024-01-30,Johor,52,7,16,2,27,6,38,8,none,0,0,11.0,0.72,58.57,31.53
2024-01-31,Johor,113,33,25,8,47,70,29,14,none,0,0,10.0,0.25,52.29,30.37
2024-02-01,Johor,119,27,40,4,48,25,61,33,none,0,0,9.0,0.51,47.86,31.93
2024-02-02,Johor,28,3,9,1,15,5,18,5,none,0,0,8.0,0.62,49.0,31.43
2024-02-03,Johor,179,51,47,13,68,34,104,41,none,0,1,7.0,0.58,51.57,30.6
2024-02-04,Johor,236,51,73,13,99,83,119,34,none,0,1,6.0,0.5,59.57,29.47
2024-02-05,Johor,161,42,37,8,74,42,56,63,none,0,0,5.0,0.35,60.29,31.9
2024-02-06,Johor,92,23,19,3,47,16,61,15,none,0,0,4.0,0.66,60.71,32.27
2024-02-07,Johor,122,28,36,8,50,32,66,24,none,0,0,3.0,0.54,64.0,30.87
2024-02-08,Johor,143,47,37,6,53,44,72,27,none,0,0,2.0,0.5,69.29,31.1
2024-02-09,Johor,130,28,37,12,53,51,43,36,none,0,0,1.0,0.33,70.86,32.4
2024-02-10,Johor,39,4,13,3,19,5,29,5,none,1,1,0.0,0.72,74.43,33.0
2024-02-11,Johor,140,31,46,8,55,24,88,28,none,1,1,0.0,0.62,63.71,32.03
2024-02-12,Johor,118,21,36,4,57,22,70,26,none,0,0,58.0,0.59,59.29,31.87
2024-02-13,Johor,133,26,39,8,60,46,62,25,none,0,0,57.0,0.46,61.29,31.4
2024-02-14,Johor,146,40,34,9,63,26,97,23,none,0,0,56.0,0.66,61.43,31.47
2024-02-15,Johor,106,29,24,5,48,37,60,9,none,0,0,55.0,0.56,65.86,31.6
2024-02-16,Johor,31,8,8,2,13,6,18,7,none,0,0,54.0,0.56,64.14,32.33
2024-02-17,Johor,132,35,35,8,54,22,77,33,none,0,1,53.0,0.58,60.57,30.33
2024-02-18,Johor,254,70,65,14,105,44,165,45,none,0,1,52.0,0.65,67.43,29.73
2024-02-19,Johor,114,23,33,11,47,46,57,11,none,0,0,51.0,0.5,78.43,31.07
2024-02-20,Johor,116,31,34,6,45,19,77,20,none,0,0,50.0,0.66,76.57,31.8
2024-02-21,Johor,88,24,22,5,37,23,51,14,none,0,0,49.0,0.57,78.71,30.67
2024-02-22,Johor,122,22,33,7,60,22,73,27,none,0,0,48.0,0.59,72.14,30.6
2024-02-23,Johor,0,0,0,0,0,0,0,0,none,0,0,47.0,0.0,74.0,30.07
2024-02-24,Johor,175,36,50,5,84,56,83,36,none,0,1,46.0,0.47,71.43,29.73
2024-02-25,Johor,243,57,63,7,116,71,123,49,none,0,1,45.0,0.5,72.29,29.87
2024-02-26,Johor,133,34,31,10,58,30,68,35,none,0,0,44.0,0.51,66.29,32.23
2024-02-27,Johor,76,15,19,3,39,36,30,10,none,0,0,43.0,0.39,67.86,32.3
2024-02-28,Johor,90,18,25,3,44,15,64,11,none,0,0,42.0,0.7,61.14,31.77
2024-02-29,Johor,130,36,33,10,51,32,79,19,none,0,0,41.0,0.6,63.0,31.93
2024-03-01,Johor,24,6,4,1,13,4,17,3,none,0,0,40.0,0.68,63.86,32.8
2024-03-02,Johor,95,20,27,4,44,19,54,22,none,0,1,39.0,0.56,66.29,30.6
2024-03-03,Johor,307,71,66,23,147,37,230,40,normal_spike,0,1,38.0,0.75,62.14,30.4
2024-03-04,Johor,102,25,25,7,45,12,77,13,none,0,0,37.0,0.75,77.43,31.47
2024-03-05,Johor,134,26,29,14,65,38,70,26,none,0,0,36.0,0.52,78.71,30.73
2024-03-06,Johor,103,18,31,11,43,15,66,22,none,0,0,35.0,0.63,84.43,29.23
2024-03-07,Johor,98,24,19,6,49,23,62,13,none,0,0,34.0,0.63,84.71,28.33
2024-03-08,Johor,61,16,14,0,31,16,31,14,none,0,0,33.0,0.5,82.29,28.57
2024-03-09,Johor,220,61,48,17,94,61,110,49,none,0,1,32.0,0.5,84.29,28.03
2024-03-10,Johor,364,85,105,7,167,44,273,47,normal_spike,0,1,31.0,0.75,92.29,28.6
2024-03-11,Johor,191,50,51,12,78,47,106,38,none,0,0,30.0,0.55,98.43,28.37
2024-03-12,Johor,31,9,7,1,14,4,22,5,none,0,0,29.0,0.69,102.57,29.77
2024-03-13,Johor,66,17,12,1,36,11,44,11,none,0,0,28.0,0.66,95.71,29.1
2024-03-14,Johor,68,21,16,0,31,18,36,14,none,0,0,27.0,0.52,92.57,28.73
2024-03-15,Johor,16,5,7,0,4,4,10,2,none,0,0,26.0,0.59,88.86,27.8
2024-03-16,Johor,98,27,25,0,46,20,52,26,none,0,1,25.0,0.53,85.86,27.07
2024-03-17,Johor,274,71,62,6,135,40,196,38,none,0,1,24.0,0.71,77.57,26.5
2024-03-18,Johor,55,17,13,2,23,6,43,6,none,0,0,23.0,0.77,66.57,27.63
2024-03-19,Johor,75,16,21,7,31,9,54,12,none,0,0,22.0,0.71,57.57,27.1
2024-03-20,Johor,92,26,26,5,35,25,58,9,none,0,0,21.0,0.62,62.14,25.93
2024-03-21,Johor,58,12,16,2,28,26,25,7,none,0,0,20.0,0.42,64.14,25.23
2024-03-22,Johor,0,0,0,0,0,0,0,0,none,0,0,19.0,0.0,62.57,25.47
2024-03-23,Johor,164,44,53,6,61,40,94,30,none,0,1,18.0,0.57,61.14,24.7
2024-03-24,Johor,205,52,54,14,85,38,124,43,none,0,1,17.0,0.6,67.14,25.3
2024-03-25,Johor,34,4,8,2,20,7,18,9,none,0,0,16.0,0.51,56.86,26.57
2024-03-26,Johor,55,15,12,3,25,14,36,5,none,0,0,15.0,0.64,53.29,24.93
2024-03-27,Johor,135,39,32,7,57,44,71,20,none,0,0,14.0,0.52,50.71,23.03
2024-03-28,Johor,104,21,32,6,45,28,58,18,none,0,0,13.0,0.55,52.57,23.5
2024-03-29,Johor,51,13,12,4,22,15,27,9,none,0,0,12.0,0.52,57.29,23.23
2024-03-30,Johor,144,41,32,6,65,24,93,27,none,0,1,11.0,0.64,61.14,23.23
2024-03-31,Johor,166,34,41,9,82,24,120,22,none,0,1,10.0,0.72,61.0,22.97
2024-04-01,Johor,78,14,19,4,41,16,47,15,none,0,0,9.0,0.59,60.43,23.63
2024-04-02,Johor,99,22,33,3,41,34,58,7,none,0,0,8.0,0.58,64.57,23.53
2024-04-03,Johor,93,17,23,5,48,28,50,15,none,0,0,7.0,0.53,67.71,23.43
2024-04-04,Johor,94,19,27,5,43,22,58,14,none,0,0,6.0,0.61,64.71,23.97
2024-04-05,Johor,27,6,7,4,10,10,13,4,none,0,0,5.0,0.46,64.71,23.43
2024-04-06,Johor,140,36,35,4,65,30,79,31,none,0,1,4.0,0.56,62.71,23.27
2024-04-07,Johor,177,48,44,7,78,28,118,31,none,0,1,3.0,0.66,60.71,23.5
2024-04-08,Johor,123,25,27,8,63,15,85,23,none,0,0,2.0,0.69,60.43,23.9
2024-04-09,Johor,43,12,10,3,18,8,32,3,none,0,0,1.0,0.73,65.86,22.37
2024-04-10,Johor,0,0,0,0,0,0,0,0,none,1,0,0.0,0.0,62.14,21.17
2024-04-11,Johor,8,1,2,1,4,1,4,3,none,1,0,0.0,0.44,55.0,19.6
2024-04-12,Johor,48,13,13,2,20,11,29,8,none,0,0,66.0,0.59,47.29,19.5
2024-04-13,Johor,167,44,35,10,78,28,112,27,none,0,1,65.0,0.67,49.57,19.5
2024-04-14,Johor,368,87,90,17,174,50,265,53,normal_spike,0,1,64.0,0.72,54.29,19.83
2024-04-15,Johor,89,25,20,2,42,10,62,17,none,0,0,63.0,0.69,75.29,21.37
2024-04-16,Johor,109,25,36,10,38,21,68,20,none,0,0,62.0,0.62,72.0,21.03
2024-04-17,Johor,153,43,41,10,59,17,118,18,none,0,0,61.0,0.77,77.14,20.4
2024-04-18,Johor,124,31,34,6,53,28,64,32,none,0,0,60.0,0.51,94.0,20.77
2024-04-19,Johor,0,0,0,0,0,0,0,0,none,0,0,59.0,0.0,102.57,21.4
2024-04-20,Johor,204,43,60,12,89,52,107,45,none,0,1,58.0,0.52,98.43,20.57
2024-04-21,Johor,376,88,94,20,174,78,218,80,normal_spike,0,1,57.0,0.58,97.71,21.43
2024-04-22,Johor,110,29,21,5,55,49,44,17,none,0,0,56.0,0.4,91.0,24.03
2024-04-23,Johor,72,15,27,4,26,23,29,20,none,0,0,55.0,0.4,88.43,24.33
2024-04-24,Johor,36,3,10,3,20,3,30,3,none,0,0,54.0,0.81,82.86,23.83
2024-04-25,Johor,85,20,23,0,42,52,28,5,none,0,0,53.0,0.33,70.29,23.7
2024-04-26,Johor,23,6,6,1,10,3,14,6,none,0,0,52.0,0.58,65.14,24.97
2024-04-27,Johor,185,35,51,8,91,40,120,25,none,0,1,51.0,0.65,67.14,23.6
2024-04-28,Johor,292,85,75,6,126,57,198,37,normal_spike,0,1,50.0,0.68,69.0,24.0
2024-04-29,Johor,93,19,25,4,45,12,66,15,none,0,0,49.0,0.7,66.14,25.4
2024-04-30,Johor,108,27,34,4,43,15,75,18,none,0,0,48.0,0.69,69.29,25.0
2024-05-01,Johor,234,57,80,12,85,71,110,53,none,0,0,47.0,0.47,75.86,24.7
2024-05-02,Johor,85,33,23,0,29,16,49,20,none,0,0,46.0,0.57,87.29,26.53
2024-05-03,Johor,22,8,6,2,6,1,19,2,none,0,0,45.0,0.83,90.29,25.93
2024-05-04,Johor,161,46,34,12,69,34,102,25,none,0,1,44.0,0.63,91.0,25.03
2024-05-05,Johor,311,82,74,17,138,44,208,59,normal_spike,0,1,43.0,0.67,88.43,25.43
2024-05-06,Johor,104,28,23,8,45,20,61,23,none,0,0,42.0,0.58,89.86,26.57
2024-05-07,Johor,96,23,26,6,41,27,40,29,none,0,0,41.0,0.41,89.14,26.23
2024-05-08,Johor,103,22,38,1,42,26,54,23,none,0,0,40.0,0.52,84.14,26.2
2024-05-09,Johor,64,21,18,1,24,16,46,2,none,0,0,39.0,0.71,76.14,26.57
2024-05-10,Johor,34,11,11,0,12,7,16,11,none,0,0,38.0,0.46,75.71,26.83
2024-05-11,Johor,195,49,58,6,82,30,138,27,none,0,1,37.0,0.7,75.29,27.07
2024-05-12,Johor,357,101,96,13,147,44,252,61,normal_spike,0,1,36.0,0.7,80.43,28.03
2024-05-13,Johor,79,22,15,3,39,14,52,13,none,0,0,35.0,0.65,86.71,29.13
2024-05-14,Johor,126,36,33,6,51,37,71,18,none,0,0,34.0,0.56,85.43,28.67
2024-05-15,Johor,175,38,45,9,83,49,68,58,none,0,0,33.0,0.39,89.86,28.23
2024-05-16,Johor,128,30,46,5,47,32,71,25,none,0,0,32.0,0.55,91.86,29.53
2024-05-17,Johor,24,7,4,2,11,5,16,3,none,0,0,31.0,0.64,95.43,29.9
2024-05-18,Johor,182,47,45,10,80,34,117,31,none,0,1,30.0,0.64,95.43,29.5
2024-05-19,Johor,305,82,90,5,128,55,209,41,normal_spike,0,1,29.0,0.68,92.43,29.7
2024-05-20,Johor,85,24,23,2,36,19,39,27,none,0,0,28.0,0.45,86.29,31.53
2024-05-21,Johor,185,45,63,12,65,36,94,55,none,0,0,27.0,0.51,84.43,30.43
2024-05-22,Johor,203,56,49,0,98,42,101,60,none,0,0,26.0,0.5,87.71,29.03
2024-05-23,Johor,114,24,41,4,45,26,53,35,none,0,0,25.0,0.46,92.43,28.8
2024-05-24,Johor,0,0,0,0,0,0,0,0,none,0,0,24.0,0.0,89.86,28.9
2024-05-25,Johor,166,50,40,3,73,50,72,44,none,0,1,23.0,0.43,87.57,28.8
2024-05-26,Johor,272,64,76,11,121,54,154,64,none,0,1,22.0,0.56,81.14,28.73
2024-05-27,Johor,89,25,17,5,42,35,33,21,none,0,0,21.0,0.37,73.29,30.43
2024-05-28,Johor,80,17,24,7,32,21,47,12,none,0,0,20.0,0.58,72.43,30.27
2024-05-29,Johor,91,17,21,4,49,17,47,27,none,0,0,19.0,0.51,65.71,29.07
2024-05-30,Johor,29,5,7,3,14,0,23,6,none,0,0,18.0,0.77,58.0,29.23
2024-05-31,Johor,22,3,8,0,11,7,11,4,none,0,0,17.0,0.48,53.71,28.73
2024-06-01,Johor,161,36,45,0,80,35,89,37,none,0,1,16.0,0.55,55.29,26.6
2024-06-02,Johor,307,72,102,5,128,63,208,36,normal_spike,0,1,15.0,0.68,57.71,27.23
2024-06-03,Johor,227,60,57,11,99,27,153,47,none,0,0,14.0,0.67,65.43,29.3
2024-06-04,Johor,102,25,33,1,43,15,63,24,none,0,0,13.0,0.61,82.57,29.07
2024-06-05,Johor,95,16,34,1,44,33,51,11,none,0,0,12.0,0.53,84.86,28.1
2024-06-06,Johor,119,21,42,2,54,25,69,25,none,0,0,11.0,0.57,85.43,28.53
2024-06-07,Johor,35,4,7,0,24,5,26,4,none,0,0,10.0,0.72,92.0,28.47
2024-06-08,Johor,132,28,28,3,73,32,79,21,none,0,1,9.0,0.59,94.14,27.77
2024-06-09,Johor,304,72,83,8,141,43,211,50,normal_spike,0,1,8.0,0.69,92.71,28.3
2024-06-10,Johor,98,18,24,6,50,28,64,6,none,0,0,7.0,0.65,93.14,29.5
2024-06-11,Johor,109,23,34,7,45,28,63,18,none,0,0,6.0,0.57,80.43,29.43
2024-06-12,Johor,125,31,35,4,55,24,82,19,none,0,0,5.0,0.65,80.43,28.9
2024-06-13,Johor,88,19,21,6,42,28,42,18,none,0,0,4.0,0.47,84.86,29.23
2024-06-14,Johor,37,10,11,2,14,6,29,2,none,0,0,3.0,0.76,81.0,28.93
2024-06-15,Johor,156,36,38,12,70,40,85,31,none,0,1,2.0,0.54,81.43,27.5
2024-06-16,Johor,223,54,43,16,110,49,131,43,none,0,1,1.0,0.58,82.29,27.77
2024-06-17,Johor,0,0,0,0,0,0,0,0,none,1,0,0.0,0.0,70.86,29.23
2024-06-18,Johor,98,23,25,6,44,17,59,22,none,0,0,135.0,0.6,61.71,28.1
2024-06-19,Johor,183,37,50,13,83,52,98,33,none,0,0,134.0,0.53,61.14,26.83
2024-06-20,Johor,159,44,41,13,61,34,70,55,none,0,0,133.0,0.44,63.43,27.93
2024-06-21,Johor,34,9,9,2,14,15,16,3,none,0,0,132.0,0.46,67.43,27.87
2024-06-22,Johor,136,21,46,13,56,29,88,19,none,0,1,131.0,0.64,65.57,26.97
2024-06-23,Johor,315,85,73,16,141,63,206,46,normal_spike,0,1,130.0,0.65,66.0,27.07
2024-06-24,Johor,75,16,22,6,31,8,59,8,none,0,0,129.0,0.78,76.71,29.17
2024-06-25,Johor,112,19,34,7,52,21,76,15,none,0,0,128.0,0.67,85.14,27.77
2024-06-26,Johor,67,13,15,5,34,17,43,7,none,0,0,127.0,0.63,87.57,26.67
2024-06-27,Johor,74,18,12,3,41,9,57,8,none,0,0,126.0,0.76,79.71,26.07
2024-06-28,Johor,26,5,7,0,14,6,19,1,none,0,0,125.0,0.7,77.86,25.67
2024-06-29,Johor,139,33,38,8,60,29,77,33,none,0,1,124.0,0.55,78.29,25.3
2024-06-30,Johor,265,67,67,14,117,46,184,35,none,0,1,123.0,0.69,76.71,26.27
2024-07-01,Johor,56,12,14,2,28,8,41,7,none,0,0,122.0,0.72,73.57,27.57
2024-07-02,Johor,87,24,17,3,43,29,47,11,none,0,0,121.0,0.53,71.0,26.67
2024-07-03,Johor,41,14,9,3,15,6,26,9,none,0,0,120.0,0.62,66.86,25.53
2024-07-04,Johor,88,19,28,4,37,31,37,20,none,0,0,119.0,0.42,64.43,24.83
2024-07-05,Johor,88,19,23,9,37,8,57,23,none,0,0,118.0,0.64,61.57,25.37
2024-07-06,Johor,138,48,29,10,51,24,87,27,none,0,1,117.0,0.63,67.0,24.53
2024-07-07,Johor,190,54,37,12,87,43,109,38,none,0,1,116.0,0.57,68.43,24.5
2024-07-08,Johor,111,23,39,4,45,16,73,22,none,0,0,115.0,0.65,57.71,25.77
2024-07-09,Johor,98,21,24,8,45,13,72,13,none,0,0,114.0,0.73,62.29,25.23
2024-07-10,Johor,177,48,48,7,74,52,77,48,none,0,0,113.0,0.43,65.86,24.23
2024-07-11,Johor,91,21,27,5,38,25,38,28,none,0,0,112.0,0.41,73.14,25.03
2024-07-12,Johor,28,7,5,2,14,6,19,3,none,0,0,111.0,0.66,73.29,24.93
2024-07-13,Johor,135,24,35,7,69,39,74,22,none,0,1,110.0,0.54,67.86,24.33
2024-07-14,Johor,308,71,82,20,135,34,242,32,normal_spike,0,1,109.0,0.78,66.0,24.7
2024-07-15,Johor,136,34,45,10,47,14,85,37,none,0,0,108.0,0.62,85.0,25.63
